userId,imdbId,rating
5,0110475,4.0
5,0111503,2.0
5,0106220,3.0
5,0106977,4.0
5,0107206,4.0
5,0107207,5.0
5,0107943,3.0
5,0108052,5.0
5,0108071,4.0
5,0108101,3.0
5,0103639,4.0
5,0103064,3.0
5,0099348,5.0
5,0096895,3.0
5,0029583,5.0
5,0101414,5.0
5,0032910,5.0
5,0100405,3.0
5,0116282,3.0
6,0113497,4.0
6,0113228,5.0
6,0114885,3.0
6,0113041,5.0
6,0113277,4.0
6,0114319,4.0
6,0112302,3.0
6,0113189,3.0
6,0112346,4.0
6,0112453,3.0
6,0112760,4.0
6,0112641,4.0
6,0114388,4.0
6,0112281,2.0
6,0113161,2.0
6,0112722,5.0
6,0114168,4.0
6,0113627,3.0
6,0114057,4.0
6,0114011,3.0
6,0112792,3.0
6,0114746,4.0
6,0112431,4.0
6,0112818,5.0
6,0114279,4.0
6,0114272,4.0
6,0114681,3.0
6,0113347,4.0
6,0114369,4.0
6,0114814,1.0
6,0112499,4.0
6,0113419,4.0
6,0116260,4.0
6,0113862,4.0
6,0115683,3.0
6,0116839,3.0
6,0114367,4.0
6,0116731,3.0
6,0118158,5.0
6,0116151,3.0
6,0115697,2.0
6,0113972,4.0
6,0117002,4.0
6,0114825,4.0
6,0115759,4.0
6,0115907,3.0
6,0117102,1.0
6,0116483,4.0
6,0112579,3.0
6,0112573,5.0
6,0113326,4.0
6,0115645,3.0
6,0110647,3.0
6,0116130,3.0
6,0118055,3.0
6,0115685,4.0
6,0112442,4.0
6,0112342,4.0
6,0112384,4.0
6,0114287,4.0
6,0112462,3.0
6,0112642,4.0
6,0112688,3.0
6,0112715,5.0
6,0112740,3.0
6,0112851,3.0
6,0112864,3.0
6,0113071,5.0
6,0113243,3.0
6,0113464,3.0
6,0113500,3.0
6,0113690,3.0
6,0113729,1.0
6,0113749,2.0
6,0113820,3.0
6,0113957,3.0
6,0113986,3.0
6,0114241,3.0
6,0114345,2.0
6,0114496,4.0
6,0114508,3.0
6,0114663,3.0
6,0114781,3.0
6,0114798,3.0
6,0114887,4.0
6,0114898,3.0
6,0114928,3.0
6,0114938,4.0
6,0112602,4.0
6,0112508,4.0
6,0112438,3.0
6,0112571,2.0
6,0112757,3.0
6,0112679,4.0
6,0112883,3.0
6,0109635,4.0
6,0109642,5.0
6,0109686,3.0
6,0109758,2.0
6,0113117,4.0
6,0113097,4.0
6,0113198,3.0
6,0113303,3.0
6,0113199,3.0
6,0110066,5.0
6,0110006,4.0
6,0113360,3.0
6,0110099,4.0
6,0110148,3.0
6,0113463,3.0
6,0110216,3.0
6,0113501,5.0
6,0113538,3.0
6,0110367,4.0
6,0113670,5.0
6,0103994,3.0
6,0110322,3.0
6,0110443,3.0
6,0110391,3.0
6,0113691,4.0
6,0109836,3.0
6,0113755,4.0
6,0110516,4.0
6,0110527,5.0
6,0113896,3.0
6,0110684,4.0
6,0110638,3.0
6,0110632,2.0
6,0110737,3.0
6,0114151,3.0
6,0114069,4.0
6,0110413,3.0
6,0110912,2.0
6,0110963,3.0
6,0114214,3.0
6,0114296,4.0
6,0114268,3.0
6,0114571,1.0
6,0111333,3.0
6,0111112,5.0
6,0111255,4.0
6,0111282,5.0
6,0111070,4.0
6,0111161,5.0
6,0114614,1.0
6,0111280,4.0
6,0114609,3.0
6,0114852,3.0
6,0114694,5.0
6,0114888,3.0
6,0108550,5.0
6,0114924,4.0
6,0111667,4.0
6,0110598,3.0
6,0112435,3.0
6,0109040,3.0
6,0104779,3.0
6,0109348,3.0
6,0109444,5.0
6,0109446,5.0
6,0109484,4.0
6,0109504,3.0
6,0109506,4.0
6,0109450,4.0
6,0109813,4.0
6,0109830,5.0
6,0109831,3.0
6,0113305,3.0
6,0110091,3.0
6,0110093,3.0
6,0110167,4.0
6,0110213,3.0
6,0110357,5.0
6,0111686,3.0
6,0110475,4.0
6,0110478,5.0
6,0110622,4.0
6,0110771,3.0
6,0110989,3.0
6,0111257,5.0
6,0111256,3.0
6,0111503,4.0
6,0111693,3.0
6,0111742,3.0
6,0111756,3.0
6,0110027,3.0
6,0106220,3.0
6,0106226,3.0
6,0106292,4.0
6,0109198,3.0
6,0106400,3.0
6,0106452,3.0
6,0109439,5.0
6,0106582,4.0
6,0106598,3.0
6,0109480,3.0
6,0106673,4.0
6,0106873,3.0
6,0111732,4.0
6,0106918,4.0
6,0106965,3.0
6,0106977,5.0
6,0107004,3.0
6,0109891,3.0
6,0107144,2.0
6,0112966,4.0
6,0107151,4.0
6,0110097,3.0
6,0107206,4.0
6,0107207,4.0
6,0108551,4.0
6,0107290,5.0
6,0107362,3.0
6,0107478,3.0
6,0107497,3.0
6,0107501,4.0
6,0107554,3.0
6,0116253,3.0
6,0107616,3.0
6,0107614,5.0
6,0110657,3.0
6,0110687,3.0
6,0107818,4.0
6,0107822,3.0
6,0107840,3.0
6,0107943,4.0
6,0110971,4.0
6,0107977,3.0
6,0108002,3.0
6,0108052,3.0
6,0108071,3.0
6,0111127,3.0
6,0111194,3.0
6,0111201,3.0
6,0108160,3.0
6,0108162,3.0
6,0108186,4.0
6,0108174,3.0
6,0108255,2.0
6,0111400,3.0
6,0108333,3.0
6,0108358,5.0
6,0110363,4.0
6,0110366,3.0
6,0099653,5.0
6,0103639,5.0
6,0103064,3.0
6,0099348,5.0
6,0096895,3.0
6,0102926,4.0
6,0029583,4.0
6,0101414,5.0
6,0032910,3.0
6,0100405,4.0
6,0112625,3.0
6,0116282,3.0
6,0116552,4.0
6,0065421,5.0
6,0117381,3.0
6,0115509,4.0
6,0117608,4.0
6,0116095,1.0
6,0115956,4.0
6,0116287,3.0
6,0112536,3.0
6,0117774,3.0
6,0116289,3.0
6,0112368,4.0
6,0117420,3.0
6,0117979,4.0
6,0095776,5.0
6,0115851,3.0
6,0116322,4.0
6,0117108,2.0
6,0117998,5.0
6,0117768,3.0
6,0117765,1.0
6,0116669,3.0
6,0063715,3.0
6,0116629,5.0
6,0116583,5.0
6,0111237,3.0
6,0116365,3.0
6,0116493,3.0
6,0117333,4.0
6,0118073,3.0
6,0116313,5.0
6,0116353,4.0
6,0117008,3.0
6,0116191,4.0
6,0115986,3.0
6,0117826,3.0
6,0117718,4.0
6,0117918,4.0
6,0115836,3.0
6,0116654,3.0
6,0116311,3.0
6,0113596,3.0
6,0113253,3.0
6,0114007,3.0
6,0118927,3.0
6,0116329,4.0
6,0117039,4.0
6,0116830,4.0
6,0115438,2.0
7,0114709,4.5
7,0114814,4.5
7,0110877,3.0
7,0112384,4.5
7,0112864,4.0
7,0076759,5.0
7,0109830,5.0
7,0111503,3.0
7,0107144,5.0
7,0107290,5.0
7,0099653,2.0
7,0103639,3.0
7,0103064,2.5
7,0096895,3.0
7,0102926,5.0
7,0101414,3.5
7,0117060,4.0
7,0057012,4.0
7,0116629,4.5
7,0031381,3.0
7,0062622,4.0
8,0113497,4.0
8,0113189,2.0
8,0112346,4.0
8,0113161,4.0
8,0114746,3.0
8,0112431,5.0
8,0112697,3.0
8,0114369,4.0
8,0114814,5.0
8,0112573,3.0
8,0115685,3.0
8,0112384,4.0
8,0112462,2.0
8,0113957,5.0
8,0113986,4.0
8,0114898,3.0
8,0109686,4.0
8,0109707,3.0
8,0113117,3.0
8,0110099,3.0
8,0110148,5.0
8,0110638,3.0
8,0114069,3.0
8,0110912,4.0
8,0111070,3.0
8,0111161,5.0
8,0114924,3.0
8,0109830,3.0
8,0109831,5.0
8,0110357,5.0
8,0110475,3.0
8,0111257,4.0
8,0111503,5.0
8,0109439,1.0
8,0106673,3.0
8,0106918,4.0
8,0106977,3.0
8,0107290,4.0
8,0107614,2.0
8,0108052,5.0
8,0108160,3.0
8,0099785,3.0
8,0099653,3.0
8,0099348,5.0
8,0096895,3.0
8,0102926,4.0
8,0100405,3.0
9,0114279,3.0
9,0114095,3.0
9,0109445,4.0
9,0110771,3.0
9,0113613,3.0
9,0043014,4.0
9,0033467,5.0
10,0110912,1.0
10,0109830,3.5
10,0103639,4.0
10,0100405,3.5
10,0034583,4.0
11,0113277,5.0
11,0113189,3.0
11,0112818,4.0
11,0113855,2.0
11,0115759,3.0
11,0112573,5.0
11,0112384,5.0
11,0112462,3.0
11,0112864,3.0
11,0113243,4.0
11,0114898,3.0
11,0114069,4.0
11,0111161,4.0
11,0109444,5.0
11,0109830,5.0
11,0110478,3.0
11,0110997,2.0
11,0111257,3.0
11,0111503,4.0
11,0106582,3.0
11,0106977,5.0
11,0107144,3.0
11,0107206,4.0
11,0107290,4.0
11,0107554,3.0
11,0107889,4.0
11,0108065,5.0
11,0103064,4.0
11,0102926,5.0
11,0117060,4.0
11,0117500,4.0
11,0117998,4.0
11,0116629,4.0
12,0112697,4.0
12,0113071,5.0
12,0112679,5.0
12,0110216,5.0
12,0110367,4.5
12,0110527,3.0
12,0109831,3.5
12,0108174,3.5
12,0116313,4.0
12,0116191,5.0
12,0031381,4.5
13,0114369,5.0
13,0110907,1.0
13,0100405,3.0
14,0114885,3.0
14,0114319,3.0
14,0112281,1.0
14,0113627,4.0
14,0114746,4.0
14,0112697,3.0
14,0114369,5.0
14,0115759,5.0
14,0112579,3.0
14,0112573,5.0
14,0112384,4.0
14,0112462,2.0
14,0114436,3.0
14,0109686,3.0
14,0110322,5.0
14,0110638,5.0
14,0110632,4.0
14,0110912,3.0
14,0111161,3.0
14,0108550,5.0
14,0114924,4.0
14,0109040,2.0
14,0109484,3.0
14,0109830,4.0
14,0110475,1.0
14,0110997,4.0
14,0111257,3.0
14,0111756,4.0
14,0106582,4.0
14,0106881,3.0
14,0106965,3.0
14,0108551,4.0
14,0107290,3.0
14,0107501,3.0
14,0107818,3.0
14,0107822,5.0
14,0108002,3.0
14,0108052,3.0
14,0108160,4.0
14,0108162,3.0
14,0108333,3.0
14,0108358,4.0
14,0099785,3.0
14,0099348,4.0
14,0096895,2.0
14,0102926,4.0
14,0100405,3.0
14,0115798,1.0
15,0114709,2.5
15,0113855,1.0
15,0114369,3.5
15,0112642,1.0
15,0113481,1.0
15,0110216,3.0
15,0076759,5.0
15,0110413,3.0
15,0110912,4.0
15,0111161,5.0
15,0109813,1.0
15,0109830,5.0
15,0110357,3.0
15,0108052,5.0
15,0103639,3.0
15,0103064,5.0
15,0032910,2.0
15,0116629,3.5
15,0116225,2.0
15,0068646,4.0
16,0114369,3.5
16,0114814,4.0
16,0075314,4.5
16,0114781,2.0
16,0076759,3.0
16,0110413,4.0
16,0110912,3.0
16,0111161,4.0
16,0111149,4.0
16,0109830,3.5
16,0108052,4.0
16,0083658,4.5
16,0102926,3.0
16,0116282,4.5
16,0108181,4.0
16,0112691,4.0
16,0057012,4.5
16,0116225,4.0
16,0068646,2.5
16,0047396,3.5
16,0034583,3.5
16,0033870,4.0
16,0033467,3.5
17,0114709,4.5
17,0113855,3.5
17,0114369,4.0
17,0114814,4.5
17,0112573,4.5
17,0075314,4.0
17,0112384,3.5
17,0076759,5.0
17,0110413,3.5
17,0110912,5.0
17,0111161,5.0
17,0109830,5.0
17,0107290,4.5
17,0108052,4.5
17,0083658,3.5
17,0103064,4.5
17,0099348,4.5
17,0096895,4.5
17,0102926,4.5
17,0057012,4.5
17,0116629,4.0
17,0068646,5.0
17,0045152,3.5
17,0047396,4.0
17,0053291,3.5
18,0114709,3.5
18,0113497,3.0
18,0113277,4.0
18,0112641,4.5
18,0114746,4.0
18,0112431,2.5
18,0112818,4.0
18,0114369,4.5
18,0114814,5.0
18,0116367,3.5
18,0116483,2.5
18,0112573,4.5
18,0075314,4.0
18,0112442,3.5
18,0112851,4.0
18,0112864,4.0
18,0113749,4.0
18,0114898,3.0
18,0109445,4.0
18,0109686,2.5
18,0109707,4.5
18,0076759,4.0
18,0110632,4.0
18,0110413,4.5
18,0110912,4.0
18,0111161,5.0
18,0111280,4.0
18,0108550,4.0
18,0109040,2.5
18,0109830,4.5
18,0110357,3.0
18,0110475,2.5
18,0110622,3.0
18,0110989,2.5
18,0111257,2.5
18,0111503,2.5
18,0106519,4.0
18,0106598,2.0
18,0106697,3.0
18,0106977,3.5
18,0107144,2.5
18,0107290,3.5
18,0107614,3.5
18,0110657,2.0
18,0107818,4.0
18,0108052,4.5
18,0083658,4.0
18,0108399,4.0
18,0099785,3.5
18,0103639,3.5
18,0103064,4.5
18,0099348,4.0
18,0102926,4.5
18,0101414,3.0
18,0116282,4.5
18,0117381,3.5
18,0117060,3.0
18,0116136,3.0
18,0117705,3.0
18,0112691,4.0
18,0117951,4.5
18,0116629,4.0
18,0115798,2.0
18,0116225,3.5
18,0068646,4.0
18,0047396,4.5
18,0053125,4.0
18,0033870,4.0
18,0032138,4.0
18,0033467,5.0
18,0062622,4.0
19,0114709,4.0
19,0113497,3.0
19,0113228,3.0
19,0114319,2.0
19,0113189,2.0
19,0112896,1.0
19,0112453,3.0
19,0112760,2.0
19,0112281,2.0
19,0114746,4.0
19,0112431,4.0
19,0113855,3.0
19,0114369,3.0
19,0114148,1.0
19,0112499,2.0
19,0118002,2.0
19,0115683,2.0
19,0116367,2.0
19,0116151,2.0
19,0117002,2.0
19,0117102,1.0
19,0116483,2.0
19,0117110,2.0
19,0116606,3.0
19,0116130,3.0
19,0115685,1.0
19,0112462,2.0
19,0112642,3.0
19,0112740,2.0
19,0112864,3.0
19,0113243,3.0
19,0113492,1.0
19,0113957,2.0
19,0113986,2.0
19,0114508,2.0
19,0114898,2.0
19,0112508,2.0
19,0109445,3.0
19,0109686,2.0
19,0109707,4.0
19,0110099,3.0
19,0110148,3.0
19,0110216,1.0
19,0113538,3.0
19,0076759,4.0
19,0109836,1.0
19,0110737,2.0
19,0114151,2.0
19,0110413,4.0
19,0114210,3.0
19,0111282,2.0
19,0111149,1.0
19,0113936,2.0
19,0114608,2.0
19,0111280,2.0
19,0114609,3.0
19,0114852,2.0
19,0114694,2.0
19,0114857,2.0
19,0114924,3.0
19,0109040,2.0
19,0109348,2.0
19,0109446,2.0
19,0109484,2.0
19,0109506,5.0
19,0109830,2.0
19,0109831,4.0
19,0110213,2.0
19,0110357,3.0
19,0111686,2.0
19,0110475,4.0
19,0110478,3.0
19,0110622,3.0
19,0110950,1.0
19,0110989,2.0
19,0111257,4.0
19,0111256,3.0
19,0111438,2.0
19,0111503,3.0
19,0113409,3.0
19,0106220,2.0
19,0109067,2.0
19,0109254,2.0
19,0109297,3.0
19,0109303,3.0
19,0106471,3.0
19,0109439,3.0
19,0106582,3.0
19,0106598,2.0
19,0106673,3.0
19,0106697,3.0
19,0106873,2.0
19,0111732,2.0
19,0106965,2.0
19,0106977,4.0
19,0107144,3.0
19,0112966,3.0
19,0110097,2.0
19,0107206,3.0
19,0107290,2.0
19,0107362,2.0
19,0107413,2.0
19,0107497,2.0
19,0116253,2.0
19,0107616,3.0
19,0107614,2.0
19,0111003,2.0
19,0110939,3.0
19,0107977,2.0
19,0111201,1.0
19,0108160,3.0
19,0108162,1.0
19,0083658,4.0
19,0108186,2.0
19,0108174,3.0
19,0108255,2.0
19,0107688,5.0
19,0110763,2.0
19,0110366,2.0
19,0099785,3.0
19,0099653,3.0
19,0103639,3.0
19,0103064,5.0
19,0096895,5.0
19,0100405,3.0
19,0112625,2.0
19,0082509,3.0
19,0116514,2.0
19,0113613,2.0
19,0117608,2.0
19,0116095,1.0
19,0117060,3.0
19,0116136,2.0
19,0116683,3.0
19,0117128,2.0
19,0117705,1.0
19,0062711,4.0
19,0117979,3.0
19,0095776,2.0
19,0116322,3.0
19,0117108,2.0
19,0118114,4.0
19,0115963,4.0
19,0117500,3.0
19,0117998,2.0
19,0117894,3.0
19,0117723,2.0
19,0112691,4.0
19,0117331,3.0
19,0117765,1.0
19,0116583,4.0
19,0116778,2.0
19,0117218,2.0
19,0116040,2.0
19,0116365,3.0
19,0116756,1.0
19,0118073,4.0
19,0116707,2.0
19,0116313,2.0
19,0117438,2.0
19,0117008,4.0
19,0115986,1.0
19,0117826,2.0
19,0116225,2.0
19,0117918,4.0
19,0115736,2.0
19,0120004,1.0
19,0116654,2.0
19,0116311,1.0
19,0052357,5.0
19,0047396,5.0
19,0036855,3.0
19,0053291,4.0
19,0056923,3.0
19,0033870,5.0
19,0047437,2.0
19,0084370,3.0
19,0062622,3.0
19,0038787,3.0
19,0038109,4.0
19,0048728,4.0
19,0026029,2.0
19,0117357,2.0
19,0116329,3.0
20,0113497,3.0
20,0112302,1.0
20,0112453,4.0
20,0112431,4.0
20,0114148,5.0
20,0117110,3.5
20,0112642,3.0
20,0113198,4.5
20,0113670,4.5
20,0111070,3.5
20,0110213,4.0
20,0110357,5.0
20,0108071,4.5
20,0107688,5.0
20,0099785,3.0
20,0103639,5.0
20,0029583,5.0
20,0101414,5.0
20,0032910,4.5
20,0116683,5.0
20,0095776,3.0
20,0118114,5.0
20,0116583,3.5
20,0116493,2.5
20,0117008,4.0
20,0045152,4.0
20,0058385,4.5
20,0032138,5.0
20,0116329,3.5
21,0114709,3.5
21,0113497,3.5
21,0113189,5.0
21,0112281,2.5
21,0113442,2.5
21,0113855,1.0
21,0114148,3.0
21,0112442,3.0
21,0112864,3.5
21,0113243,2.0
21,0076759,4.5
21,0110413,3.0
21,0110912,3.5
21,0109813,4.0
21,0109830,4.5
21,0110357,4.0
21,0110475,3.0
21,0110622,5.0
21,0106598,1.0
21,0107290,4.0
21,0107614,2.5
21,0083658,3.5
21,0107688,0.5
21,0099785,2.5
21,0103639,4.0
21,0103064,3.5
21,0096895,3.5
21,0100405,4.0
21,0117060,4.5
21,0117108,3.5
21,0117500,3.5
21,0117723,4.0
21,0112691,3.0
21,0116629,3.5
21,0068646,2.5
21,0054698,3.0
22,0117110,4.5
22,0112508,4.0
22,0110148,4.0
22,0111161,5.0
22,0109830,5.0
22,0083658,5.0
22,0068646,3.0
23,0113277,4.0
23,0112682,4.0
23,0114746,3.5
23,0114814,4.0
23,0110877,3.0
23,0113540,3.0
23,0110428,4.0
23,0110413,4.0
23,0110912,3.5
23,0110932,3.0
23,0111590,4.0
23,0106519,3.0
23,0106918,2.5
23,0083658,5.0
23,0116282,3.5
23,0113568,4.0
23,0057012,3.0
23,0117951,4.0
23,0068646,3.5
23,0115736,3.0
23,0047396,3.5
23,0034583,3.5
23,0033870,4.0
23,0033467,4.0
23,0062622,4.0
24,0113277,4.5
24,0114746,3.5
24,0114814,4.0
24,0112864,3.5
24,0110148,3.5
24,0110912,4.0
24,0111282,3.5
24,0111161,4.5
24,0109830,4.5
24,0106977,3.5
24,0108333,3.5
24,0102926,4.5
24,0116282,4.0
24,0117500,3.0
24,0116629,3.5
25,0109686,4.0
25,0076759,5.0
25,0108052,5.0
26,0113189,3.0
26,0112431,3.0
26,0114369,4.0
26,0112384,3.0
26,0112462,3.0
26,0112864,4.0
26,0113957,3.0
26,0114898,2.0
26,0109635,3.0
26,0110632,3.0
26,0110912,4.0
26,0110932,3.0
26,0109040,3.0
26,0109444,3.0
26,0109830,3.0
26,0111503,3.0
26,0106582,2.0
26,0106918,4.0
26,0106977,4.0
26,0096895,4.0
26,0102926,4.0
27,0114709,3.0
27,0113497,4.0
27,0112431,5.0
27,0114148,4.0
27,0113419,3.0
27,0113862,5.0
27,0110647,2.0
27,0112642,2.0
27,0113028,3.0
27,0076759,4.0
27,0111282,4.0
27,0109830,5.0
27,0110357,4.0
27,0110475,4.0
27,0109279,3.0
27,0106965,3.0
27,0107290,4.0
27,0099348,4.0
27,0101414,4.0
27,0117060,4.0
27,0116683,3.0
27,0117705,2.0
27,0117998,3.0
27,0112691,5.0
27,0116629,3.0
27,0116583,4.0
27,0116493,2.0
27,0115493,4.0
27,0054698,4.0
27,0056923,5.0
27,0033870,4.0
27,0031381,4.0
27,0062622,2.0
27,0043265,4.0
27,0116329,4.0
28,0113277,3.5
28,0112641,2.5
28,0113161,3.0
28,0112401,1.5
28,0112792,2.5
28,0114746,3.5
28,0114369,3.0
28,0114814,3.5
28,0113862,3.5
28,0115759,2.0
28,0112573,3.5
28,0112442,1.5
28,0112461,2.5
28,0112740,3.0
28,0113481,3.0
28,0109340,3.0
28,0112883,3.0
28,0110148,3.0
28,0076759,4.0
28,0110729,3.0
28,0110413,4.5
28,0110912,4.5
28,0110932,2.0
28,0111282,4.0
28,0111161,3.5
28,0108550,3.5
28,0109045,4.0
28,0109444,3.0
28,0109506,3.0
28,0109830,4.0
28,0111257,1.5
28,0106489,2.5
28,0106697,1.0
28,0109842,2.0
28,0106977,3.0
28,0107206,2.5
28,0107207,4.0
28,0107290,2.5
28,0107302,3.0
28,0107808,4.0
28,0107818,3.5
28,0108002,3.5
28,0108052,3.0
28,0108065,3.5
28,0083658,4.0
28,0108358,3.0
28,0108399,3.0
28,0103064,4.5
28,0099348,4.0
28,0096895,2.5
28,0102926,2.5
28,0065214,3.0
28,0116282,3.0
28,0116275,3.0
28,0115956,2.5
28,0108181,3.5
28,0112817,3.5
28,0115963,1.5
28,0117500,1.0
28,0117998,2.5
28,0117951,3.5
28,0116629,3.0
28,0115632,2.0
28,0068646,4.5
28,0032904,3.0
28,0045152,2.0
28,0062622,3.0
28,0116830,2.0
29,0114814,3.5
29,0112384,4.0
29,0112864,4.0
29,0113243,3.0
29,0110912,3.5
29,0111282,4.0
29,0111161,4.5
29,0109830,4.5
29,0057012,4.5
29,0116629,4.0
29,0068646,4.5
29,0047396,4.5
29,0058385,4.0
29,0062622,5.0
29,0038650,5.0
30,0112573,5.0
30,0076759,5.0
30,0111161,5.0
30,0103064,3.5
31,0114709,5.0
31,0113041,3.0
31,0114319,4.0
31,0113189,4.0
31,0114388,3.0
31,0113627,2.0
31,0113862,4.0
31,0115685,4.0
31,0112864,4.0
31,0114924,4.0
31,0109040,3.0
31,0111257,5.0
31,0103639,5.0
31,0117247,4.0
31,0117283,3.0
31,0117060,5.0
31,0117500,5.0
31,0117998,4.0
31,0116629,4.0
31,0116583,4.0
31,0115798,5.0
31,0117218,2.0
31,0117918,4.0
31,0034583,5.0
32,0114709,3.0
32,0113228,3.0
32,0113277,3.0
32,0114319,4.0
32,0113161,4.0
32,0114168,3.0
32,0113627,4.0
32,0114057,4.0
32,0114746,4.0
32,0112818,4.0
32,0112697,3.0
32,0114814,5.0
32,0113819,3.0
32,0110877,5.0
32,0113862,3.0
32,0115644,4.0
32,0112744,4.0
32,0115759,3.0
32,0115907,4.0
32,0118055,3.0
32,0115685,4.0
32,0112462,3.0
32,0114478,5.0
32,0114682,4.0
32,0112883,4.0
32,0113117,3.0
32,0110057,4.0
32,0110099,3.0
32,0076759,5.0
32,0103994,5.0
32,0110428,5.0
32,0110638,4.0
32,0110912,5.0
32,0111112,4.0
32,0111161,5.0
32,0114614,3.0
32,0108550,3.0
32,0114924,4.0
32,0109045,5.0
32,0109506,3.0
32,0109831,3.0
32,0110167,4.0
32,0110997,3.0
32,0106220,3.0
32,0106673,4.0
32,0110074,3.0
32,0107616,5.0
32,0108052,4.0
32,0108065,4.0
32,0108149,5.0
32,0108160,4.0
32,0108358,3.0
32,0096895,5.0
32,0102926,5.0
32,0116282,5.0
32,0113613,4.0
32,0117381,3.0
32,0117060,3.0
32,0116136,3.0
32,0116683,3.0
32,0117774,3.0
32,0117979,4.0
32,0117108,3.0
32,0117500,4.0
32,0117998,3.0
32,0117331,4.0
32,0116629,3.0
32,0115798,3.0
32,0116213,3.0
32,0117218,1.0
32,0116365,3.0
32,0117333,4.0
32,0116225,2.0
32,0117918,4.0
32,0116654,3.0
32,0034583,5.0
32,0116830,3.0
33,0114709,3.0
33,0114319,1.0
33,0112346,2.0
33,0114388,4.0
33,0113161,4.0
33,0113627,3.0
33,0114117,5.0
33,0114746,3.0
33,0112431,3.0
33,0112818,5.0
33,0112697,5.0
33,0114272,2.0
33,0114814,5.0
33,0110877,4.0
33,0115639,4.0
33,0112573,5.0
33,0112384,3.0
33,0114287,4.0
33,0112740,3.0
33,0114478,3.0
33,0109445,4.0
33,0109642,3.0
33,0111797,4.0
33,0110116,3.0
33,0110367,4.0
33,0103994,5.0
33,0110428,4.0
33,0110413,4.0
33,0110912,5.0
33,0110932,3.0
33,0110963,3.0
33,0108394,5.0
33,0111507,4.0
33,0111161,4.0
33,0114594,2.0
33,0108550,5.0
33,0114924,5.0
33,0109045,4.0
33,0109830,5.0
33,0110455,4.0
33,0106489,5.0
33,0106332,5.0
33,0106881,4.0
33,0111712,4.0
33,0106977,5.0
33,0107207,4.0
33,0108551,3.0
33,0107497,2.0
33,0107616,4.0
33,0107808,4.0
33,0107818,3.0
33,0107822,5.0
33,0108052,5.0
33,0108065,4.0
33,0114906,5.0
33,0110892,1.0
33,0103639,5.0
33,0103064,4.0
33,0102926,5.0
33,0116282,4.0
33,0116684,5.0
33,0113362,4.0
33,0117951,4.0
33,0116905,4.0
33,0117913,1.0
33,0116191,5.0
33,0115736,4.0
33,0058385,5.0
33,0032138,5.0
33,0115678,5.0
34,0113189,5.0
34,0116367,3.5
34,0112573,0.5
